business_id,date,description,score,postal_code
71065,2015-09-14,Moderate risk vermin infestation,82,94102
71065,2013-12-10,Inadequate and inaccessible handwashing facilities,82,94102
71065,2013-12-10,Moderate risk vermin infestation,82,94102
71081,2014-06-09,Insufficient hot water or running water,92,94107
71081,2014-06-09,Inadequate and inaccessible handwashing facilities,92,94107
71131,2016-10-05,Inadequate and inaccessible handwashing facilities,81,94112
71131,2016-10-05,Moderate risk vermin infestation,81,94112
71131,2016-10-05,Unclean or unsanitary food contact surfaces,81,94112
71131,2014-07-11,Unclean unmaintained or improperly constructed toilet facilities,86,94112
71131,2014-07-11,Moderate risk vermin infestation,86,94112
71131,2014-07-11,Inadequate and inaccessible handwashing facilities,86,94112
71131,2015-09-30,Moderate risk food holding temperature,86,94112
71131,2015-09-30,Moderate risk vermin infestation,86,94112
71131,2014-01-09,Inadequate and inaccessible handwashing facilities,90,94112
71131,2014-01-09,Inadequate warewashing facilities or equipment,90,94112
71149,2015-10-06,Inadequate sewage or wastewater disposal,92,94110
71149,2014-03-06,Moderate risk food holding temperature,94,94110
71154,2014-05-28,Inadequate and inaccessible handwashing facilities,94,94110
71174,2015-04-07,Moderate risk food holding temperature,90,94110
71174,2014-04-03,Inadequate and inaccessible handwashing facilities,90,94110
71174,2014-04-03,Unapproved or unmaintained equipment or utensils,90,94110
71187,2014-08-13,Inadequate and inaccessible handwashing facilities,90,94133
71187,2015-11-23,Unapproved or unmaintained equipment or utensils,94,94133
71187,2015-11-23,Inadequate warewashing facilities or equipment,94,94133
71226,2015-08-19,Inadequate warewashing facilities or equipment,98,94117
71232,2014-04-03,Inadequate or unsanitary refuse containers or area or no garbage service,82,94108
71232,2014-04-03,Moderate risk food holding temperature,82,94108
71286,2016-08-31,Unapproved or unmaintained equipment or utensils,90,94112
71286,2014-12-08,Unapproved or unmaintained equipment or utensils,90,94112
71286,2014-12-08,Moderate risk food holding temperature,90,94112
71286,2016-02-23,Unclean or unsanitary food contact surfaces,85,94112
71286,2016-02-23,Inadequate and inaccessible handwashing facilities,85,94112
71286,2016-02-23,Moderate risk food holding temperature,85,94112
71286,2013-11-18,Moderate risk food holding temperature,92,94112
71286,2014-05-19,Moderate risk food holding temperature,96,94112
71287,2016-09-12,Inadequate and inaccessible handwashing facilities,82,94115
71287,2016-09-12,Unclean or unsanitary food contact surfaces,82,94115
71301,2014-12-01,Unclean unmaintained or improperly constructed toilet facilities,94,94121
71301,2014-12-01,Moderate risk food holding temperature,94,94121
71301,2014-04-18,Inadequate and inaccessible handwashing facilities,92,94121
71311,2015-04-30,Insufficient hot water or running water,96,94109
71311,2016-06-10,Moderate risk food holding temperature,90,94109
71320,2014-06-13,Unapproved or unmaintained equipment or utensils,85,94115
71320,2014-06-13,Moderate risk vermin infestation,85,94115
71320,2015-06-11,Moderate risk food holding temperature,83,94115
71320,2013-12-11,Moderate risk food holding temperature,94,94115
71322,2016-07-29,Moderate risk vermin infestation,86,94118
71327,2014-05-29,Inadequate and inaccessible handwashing facilities,92,94103
71327,2014-05-29,Moderate risk food holding temperature,92,94103
71327,2016-06-06,Insufficient hot water or running water,82,94103
71327,2016-06-06,Unclean or unsanitary food contact surfaces,82,94103
71328,2015-08-26,Unapproved or unmaintained equipment or utensils,89,94114
71362,2015-03-13,Inadequate warewashing facilities or equipment,91,94116
71362,2015-03-13,No hot water or running water,91,94116
71362,2014-02-26,Moderate risk food holding temperature,96,94116
71366,2015-03-23,Moderate risk food holding temperature,90,94117
71366,2013-12-18,Unapproved or unmaintained equipment or utensils,87,94117
71366,2013-12-18,Moderate risk vermin infestation,87,94117
71373,2014-08-13,Unapproved or unmaintained equipment or utensils,80,94121
71373,2014-08-13,Inadequate and inaccessible handwashing facilities,80,94121
71373,2014-08-13,Unclean unmaintained or improperly constructed toilet facilities,80,94121
71373,2014-08-13,Moderate risk food holding temperature,80,94121
71373,2015-10-06,Unapproved or unmaintained equipment or utensils,81,94121
71380,2015-06-16,Moderate risk vermin infestation,96,94110
71380,2016-03-01,Moderate risk vermin infestation,86,94110
71380,2016-03-01,Inadequate and inaccessible handwashing facilities,86,94110
71380,2013-10-15,Inadequate and inaccessible handwashing facilities,94,94110
71380,2014-04-14,Unapproved or unmaintained equipment or utensils,98,94110
71385,2016-08-19,Unsanitary employee garments hair or nails,80,94132
71385,2016-08-19,Unapproved or unmaintained equipment or utensils,80,94132
71422,2014-07-08,Moderate risk food holding temperature,90,94121
71424,2016-09-22,Inadequate warewashing facilities or equipment,98,94102
71424,2014-06-18,Moderate risk food holding temperature,96,94102
71428,2013-12-05,Moderate risk food holding temperature,88,94109
71430,2014-12-03,Moderate risk food holding temperature,85,94115
71430,2014-12-03,Insufficient hot water or running water,85,94115
71441,2014-09-25,Inadequate warewashing facilities or equipment,96,94123
71441,2015-11-03,Inadequate and inaccessible handwashing facilities,96,94123
71443,2016-03-29,Unclean or unsanitary food contact surfaces,91,94123
71469,2014-10-28,Unclean or unsanitary food contact surfaces,85,94109
71473,2014-02-26,Moderate risk vermin infestation,90,94104
71473,2016-06-15,Moderate risk food holding temperature,86,94104
71473,2016-06-15,Moderate risk vermin infestation,86,94104
71522,2015-02-04,No hot water or running water,87,null
71522,2015-02-04,Moderate risk food holding temperature,87,null
71522,2014-03-26,No hot water or running water,93,null
71528,2014-05-30,Moderate risk food holding temperature,94,94102
71530,2014-09-04,Moderate risk food holding temperature,86,94117
71530,2014-09-04,Unapproved or unmaintained equipment or utensils,86,94117
71532,2014-08-28,Unapproved or unmaintained equipment or utensils,96,94121
71532,2014-04-02,Unapproved or unmaintained equipment or utensils,96,94121
71563,2013-10-10,Moderate risk food holding temperature,87,94103
71563,2013-10-10,Unapproved food source,87,94103
71563,2016-07-05,Moderate risk food holding temperature,94,94103
71576,2014-08-14,Insufficient hot water or running water,96,94104
71576,2014-02-14,Moderate risk food holding temperature,96,94104
71599,2014-12-01,No hot water or running water,85,94105
71599,2014-12-01,Inadequate and inaccessible handwashing facilities,85,94105
71611,2014-02-11,Inadequate sewage or wastewater disposal,92,94132
71649,2016-04-12,Unapproved or unmaintained equipment or utensils,89,94110
71649,2014-03-17,Moderate risk food holding temperature,94,94110
71658,2014-04-15,Inadequate and inaccessible handwashing facilities,92,null
71664,2016-09-24,Inadequate and inaccessible handwashing facilities,81,94112
71664,2014-10-08,Insufficient hot water or running water,85,94112
71664,2015-10-01,Inadequate and inaccessible handwashing facilities,87,94112
71664,2014-02-05,Moderate risk vermin infestation,92,94112
71691,2016-09-01,Unclean or unsanitary food contact surfaces,91,94122
71691,2014-10-21,Unclean or unsanitary food contact surfaces,89,94122
71691,2014-10-21,Moderate risk vermin infestation,89,94122
71691,2013-10-16,Unclean or unsanitary food contact surfaces,89,94122
71696,2015-08-26,Moderate risk food holding temperature,92,94115
71696,2015-08-26,Insufficient hot water or running water,92,94115
71716,2014-09-05,Moderate risk food holding temperature,96,94109
71716,2015-03-02,Insufficient hot water or running water,94,94109
71716,2014-01-29,Inadequate and inaccessible handwashing facilities,88,94109
71716,2014-01-29,Moderate risk food holding temperature,88,94109
71723,2015-03-18,Moderate risk food holding temperature,96,94117
71723,2014-01-10,Unclean unmaintained or improperly constructed toilet facilities,96,94117
71723,2016-06-07,Inadequate and inaccessible handwashing facilities,86,94117
71726,2014-06-12,Inadequate and inaccessible handwashing facilities,96,94121
71746,2016-08-31,Unapproved or unmaintained equipment or utensils,96,94114
71753,2014-02-12,No hot water or running water,83,null
71753,2014-02-12,Inadequate and inaccessible handwashing facilities,83,null
71760,2015-04-30,Moderate risk food holding temperature,92,94110
71760,2016-02-25,Moderate risk food holding temperature,92,94110
71760,2014-03-20,Unapproved or unmaintained equipment or utensils,82,94110
71760,2014-03-20,Inadequate and inaccessible handwashing facilities,82,94110
71761,2015-07-14,Inadequate and inaccessible handwashing facilities,96,94110
71761,2014-03-31,Insufficient hot water or running water,92,94110
71769,2014-07-29,Moderate risk food holding temperature,86,94102
71769,2014-07-29,Inadequate and inaccessible handwashing facilities,86,94102
71769,2014-07-29,Moderate risk vermin infestation,86,94102
71769,2014-07-29,Unapproved or unmaintained equipment or utensils,86,94102
71769,2015-02-17,Inadequate and inaccessible handwashing facilities,89,94102
71769,2015-02-17,Unclean or unsanitary food contact surfaces,89,94102
71769,2016-02-25,Inadequate and inaccessible handwashing facilities,94,94102
71769,2016-02-25,Unsanitary employee garments hair or nails,94,94102
71772,2014-10-03,Inadequate and inaccessible handwashing facilities,82,94105
71772,2014-10-03,Moderate risk food holding temperature,82,94105
71783,2015-03-11,Insufficient hot water or running water,83,94103
71784,2016-08-18,Moderate risk food holding temperature,94,94114
71791,2015-04-26,Inadequate warewashing facilities or equipment,96,94103
71791,2014-03-25,Inadequate and inaccessible handwashing facilities,92,94103
71803,2015-11-05,Inadequate and inaccessible handwashing facilities,96,94110
71803,2014-04-24,Unapproved or unmaintained equipment or utensils,96,94110
71804,2014-02-21,Unapproved or unmaintained equipment or utensils,80,94117
71805,2014-11-03,Unclean or unsanitary food contact surfaces,91,94109
71823,2014-03-07,Moderate risk food holding temperature,96,94104
71831,2014-05-30,Inadequate and inaccessible handwashing facilities,90,94111
71831,2016-07-05,Inadequate and inaccessible handwashing facilities,82,94111
71909,2014-07-07,Unapproved or unmaintained equipment or utensils,81,94127
71909,2015-03-25,Moderate risk food holding temperature,88,94127
71909,2016-03-18,Inadequate and inaccessible handwashing facilities,86,94127
71909,2014-04-07,Inadequate and inaccessible handwashing facilities,84,94127
71909,2014-04-07,Moderate risk food holding temperature,84,94127
71910,2014-04-03,Moderate risk food holding temperature,96,94104
71915,2016-09-02,Inadequate and inaccessible handwashing facilities,88,94111
71915,2016-09-02,Unapproved or unmaintained equipment or utensils,88,94111
71915,2014-03-24,Inadequate and inaccessible handwashing facilities,90,94111
71946,2015-09-21,Moderate risk food holding temperature,80,94105
71962,2016-04-01,Inadequate and inaccessible handwashing facilities,92,94102
71962,2016-04-01,Moderate risk food holding temperature,92,94102
71962,2013-12-09,Inadequate and inaccessible handwashing facilities,92,94102
71980,2016-09-08,Inadequate and inaccessible handwashing facilities,89,94116
72002,2016-05-25,Inadequate and inaccessible handwashing facilities,94,94121
72015,2016-04-19,Unapproved or unmaintained equipment or utensils,94,94102
72015,2016-04-19,Moderate risk vermin infestation,94,94102
72024,2016-07-29,Moderate risk food holding temperature,96,94115
72024,2013-10-10,Moderate risk food holding temperature,94,94115
72025,2014-07-03,Unclean or unsanitary food contact surfaces,89,null
72025,2014-01-28,Unapproved or unmaintained equipment or utensils,94,null
72031,2014-10-27,Moderate risk food holding temperature,88,94117
72031,2015-12-29,Moderate risk vermin infestation,90,94117
72031,2015-12-29,Inadequate and inaccessible handwashing facilities,90,94117
72031,2015-12-29,Unapproved or unmaintained equipment or utensils,90,94117
72031,2014-01-30,Unclean or unsanitary food contact surfaces,85,94117
72031,2014-01-30,Moderate risk food holding temperature,85,94117
72046,2014-07-30,Moderate risk food holding temperature,96,94115
72049,2016-08-10,Moderate risk food holding temperature,86,94109
72049,2016-08-10,Inadequate and inaccessible handwashing facilities,86,94109
72049,2016-03-30,Moderate risk food holding temperature,86,94109
72049,2016-03-30,Moderate risk vermin infestation,86,94109
72073,2016-08-26,Moderate risk food holding temperature,92,94117
72084,2015-03-10,Inadequate and inaccessible handwashing facilities,98,null
72084,2015-03-10,Unclean or unsanitary food contact surfaces,98,null
72093,2015-04-22,Unclean or unsanitary food contact surfaces,86,94102
72093,2013-10-18,Unclean or unsanitary food contact surfaces,82,94102
72093,2013-10-18,Moderate risk vermin infestation,82,94102
72120,2016-04-12,Moderate risk food holding temperature,88,94118
72120,2016-04-12,Unapproved or unmaintained equipment or utensils,88,94118
72120,2014-02-14,Moderate risk food holding temperature,90,94118
72120,2014-02-14,Unclean unmaintained or improperly constructed toilet facilities,90,94118
72129,2015-10-29,Moderate risk food holding temperature,92,94107
72129,2016-03-28,Inadequate and inaccessible handwashing facilities,90,94107
72132,2015-02-17,Inadequate or unsanitary refuse containers or area or no garbage service,86,null
72132,2016-04-12,Inadequate warewashing facilities or equipment,94,null
72132,2013-10-08,Inadequate and inaccessible handwashing facilities,92,null
72132,2013-10-08,Inadequate warewashing facilities or equipment,92,null
72132,2014-03-18,Unapproved or unmaintained equipment or utensils,96,null
72136,2013-11-22,Moderate risk food holding temperature,83,null
72136,2013-11-22,Inadequate warewashing facilities or equipment,83,null
72136,2013-11-22,No hot water or running water,83,null
72136,2014-03-26,Inadequate and inaccessible handwashing facilities,96,null
72153,2016-08-09,Moderate risk food holding temperature,94,94127
72164,2014-11-07,Moderate risk food holding temperature,92,94109
72164,2014-11-07,Moderate risk vermin infestation,92,94109
72164,2016-04-18,Moderate risk vermin infestation,81,94109
72169,2014-04-17,Moderate risk food holding temperature,90,94103
72171,2014-08-14,Moderate risk vermin infestation,92,94102
72176,2014-07-08,Unapproved or unmaintained equipment or utensils,90,94107
72176,2013-11-08,Inadequate and inaccessible handwashing facilities,81,94107
72176,2013-11-08,Unclean or unsanitary food contact surfaces,81,94107
73840,2014-06-17,Moderate risk vermin infestation,92,94103
73840,2013-11-01,Moderate risk vermin infestation,90,94103
73849,2016-03-31,Unapproved or unmaintained equipment or utensils,98,94108
73849,2014-03-28,Unapproved or unmaintained equipment or utensils,90,94108
73860,2015-03-18,Moderate risk vermin infestation,96,94124
73860,2015-09-23,Moderate risk vermin infestation,96,94124
73871,2014-03-10,Unclean or unsanitary food contact surfaces,83,94118
73871,2014-03-10,Moderate risk food holding temperature,83,94118
73889,2015-03-05,Moderate risk food holding temperature,90,94121
73900,2015-05-15,Inadequate warewashing facilities or equipment,96,94102
73902,2016-05-04,Moderate risk food holding temperature,90,94102
73940,2014-06-10,No hot water or running water,93,null
73940,2015-02-21,Moderate risk food holding temperature,90,null
73940,2015-02-21,Inadequate warewashing facilities or equipment,90,null
73949,2015-05-01,Unapproved or unmaintained equipment or utensils,86,94114
73949,2015-05-01,Inadequate and inaccessible handwashing facilities,86,94114
73949,2015-12-09,Inadequate and inaccessible handwashing facilities,80,94114
73949,2014-01-29,Moderate risk food holding temperature,90,94114
73955,2016-04-12,Unapproved or unmaintained equipment or utensils,80,94112
73955,2016-04-12,Moderate risk food holding temperature,80,94112
73955,2014-01-31,Inadequate warewashing facilities or equipment,88,94112
73955,2014-01-31,Inadequate sewage or wastewater disposal,88,94112
73962,2014-04-07,Moderate risk food holding temperature,100,94124
73967,2015-04-07,Inadequate and inaccessible handwashing facilities,96,null
73967,2014-02-18,Moderate risk food holding temperature,92,null
73967,2016-05-13,Inadequate and inaccessible handwashing facilities,92,null
73978,2013-10-07,Inadequate and inaccessible handwashing facilities,85,94122
73978,2013-10-07,Unclean or unsanitary food contact surfaces,85,94122
73978,2014-04-07,Unapproved or unmaintained equipment or utensils,96,94122
73998,2015-02-04,Unapproved or unmaintained equipment or utensils,88,94115
73998,2016-04-07,Moderate risk food holding temperature,92,94115
74013,2015-05-04,Moderate risk food holding temperature,94,94132
74013,2016-05-31,Moderate risk food holding temperature,87,94132
74013,2016-05-31,Unapproved food source,87,94132
74039,2016-03-29,Unclean unmaintained or improperly constructed toilet facilities,94,94110
74065,2014-09-17,Moderate risk food holding temperature,94,94107
74065,2014-09-17,Inadequate warewashing facilities or equipment,94,94107
74070,2015-02-11,Moderate risk food holding temperature,92,94102
74070,2015-02-11,Inadequate warewashing facilities or equipment,92,94102
74084,2016-07-27,Insufficient hot water or running water,81,94103
74089,2015-04-10,Moderate risk food holding temperature,96,94124
74089,2014-04-16,Unclean or unsanitary food contact surfaces,89,94124
74116,2015-01-06,Sewage or wastewater contamination,87,94103
74116,2014-05-27,Inadequate and inaccessible handwashing facilities,88,94103
74128,2014-09-25,Unapproved or unmaintained equipment or utensils,86,94109
74128,2014-02-04,Moderate risk food holding temperature,90,94109
74128,2014-02-04,Inadequate and inaccessible handwashing facilities,90,94109
74131,2016-09-09,Moderate risk food holding temperature,83,94109
74131,2014-09-03,Unapproved or unmaintained equipment or utensils,88,94109
74131,2015-05-27,Unapproved or unmaintained equipment or utensils,90,94109
74131,2014-02-06,Unapproved or unmaintained equipment or utensils,90,94109
74133,2014-10-24,Moderate risk food holding temperature,96,94110
74133,2014-04-10,Moderate risk food holding temperature,96,94110
74133,2016-06-03,Moderate risk food holding temperature,90,94110
74149,2014-11-17,Inadequate and inaccessible handwashing facilities,88,94122
74149,2014-11-17,Moderate risk food holding temperature,88,94122
74149,2014-04-22,Moderate risk food holding temperature,84,94122
74149,2014-04-22,Moderate risk vermin infestation,84,94122
74149,2016-05-24,Moderate risk vermin infestation,85,94122
74149,2016-05-24,Unclean or unsanitary food contact surfaces,85,94122
74149,2016-05-24,Moderate risk food holding temperature,85,94122
74168,2015-08-25,Inadequate warewashing facilities or equipment,87,94117
74168,2014-03-26,Unapproved or unmaintained equipment or utensils,92,94117
74202,2016-09-23,Moderate risk food holding temperature,96,94110
74202,2014-08-22,Inadequate and inaccessible handwashing facilities,96,94110
74202,2014-03-03,Inadequate and inaccessible handwashing facilities,90,94110
74202,2014-03-03,Moderate risk vermin infestation,90,94110
74210,2016-04-06,Moderate risk vermin infestation,90,94102
74216,2015-07-20,Inadequate and inaccessible handwashing facilities,86,94124
74216,2015-07-20,Unapproved or unmaintained equipment or utensils,86,94124
74216,2015-07-20,Moderate risk food holding temperature,86,94124
74216,2015-07-20,Unclean unmaintained or improperly constructed toilet facilities,86,94124
74240,2014-08-05,Unclean or unsanitary food contact surfaces,83,94102
74240,2015-09-10,Moderate risk vermin infestation,96,94102
74240,2016-07-12,Moderate risk vermin infestation,92,94102
74283,2016-08-25,Moderate risk vermin infestation,82,94110
74283,2016-08-25,Moderate risk food holding temperature,82,94110
74283,2014-08-07,Unapproved or unmaintained equipment or utensils,94,94110
74283,2015-08-19,Inadequate and inaccessible handwashing facilities,88,94110
74283,2015-08-19,Moderate risk vermin infestation,88,94110
74283,2016-02-19,Unapproved or unmaintained equipment or utensils,88,94110
74283,2016-02-19,Moderate risk food holding temperature,88,94110
74294,2014-01-29,Unapproved or unmaintained equipment or utensils,98,94103
74312,2016-09-12,Inadequate and inaccessible handwashing facilities,81,94110
74312,2016-09-12,Moderate risk food holding temperature,81,94110
74312,2013-10-21,Inadequate and inaccessible handwashing facilities,85,94110
74326,2015-04-19,Inadequate and inaccessible handwashing facilities,96,94107
74326,2016-04-10,Unclean or unsanitary food contact surfaces,93,94107
74326,2014-04-08,Inadequate and inaccessible handwashing facilities,89,94107
74327,2015-04-19,Moderate risk vermin infestation,92,94107
74327,2015-04-19,Inadequate and inaccessible handwashing facilities,92,94107
74327,2014-04-08,Inadequate and inaccessible handwashing facilities,96,94107
74336,2016-04-10,Moderate risk food holding temperature,96,94107
74336,2014-04-08,Inadequate and inaccessible handwashing facilities,89,94107
74358,2015-03-02,Inadequate and inaccessible handwashing facilities,88,94102
74358,2015-03-02,Moderate risk vermin infestation,88,94102
74358,2016-05-11,Moderate risk food holding temperature,90,94102
74358,2016-05-11,Unapproved or unmaintained equipment or utensils,90,94102
74371,2015-04-27,Moderate risk food holding temperature,84,94109
74371,2016-06-02,Moderate risk food holding temperature,92,94109
74374,2015-03-03,Moderate risk vermin infestation,88,94110
74374,2013-11-08,Inadequate and inaccessible handwashing facilities,83,94110
74374,2014-05-27,Moderate risk food holding temperature,82,94110
74374,2014-05-27,Moderate risk vermin infestation,82,94110
74429,2014-12-26,Moderate risk vermin infestation,80,94109
74429,2014-12-26,Unclean unmaintained or improperly constructed toilet facilities,80,94109
74429,2014-12-26,Inadequate sewage or wastewater disposal,80,94109
74429,2016-04-06,Moderate risk food holding temperature,90,94109
74429,2016-04-06,Inadequate warewashing facilities or equipment,90,94109
74432,2016-03-25,Other moderate risk violation,81,94109
74432,2016-03-25,Moderate risk food holding temperature,81,94109
74432,2016-03-25,No hot water or running water,81,94109
74432,2014-04-11,Inadequate and inaccessible handwashing facilities,86,94109
74436,2014-10-28,Inadequate and inaccessible handwashing facilities,90,94102
74436,2014-02-04,Inadequate and inaccessible handwashing facilities,83,94102
74436,2014-02-04,Unapproved or unmaintained equipment or utensils,83,94102
74453,2014-03-04,Unsanitary employee garments hair or nails,84,94114
74453,2014-03-04,Inadequate and inaccessible handwashing facilities,84,94114
74453,2014-03-04,Unapproved or unmaintained equipment or utensils,84,94114
74468,2014-06-11,Inadequate warewashing facilities or equipment,92,94110
74468,2014-06-11,Moderate risk food holding temperature,92,94110
74468,2015-02-25,Inadequate and inaccessible handwashing facilities,86,94110
74468,2015-02-25,Moderate risk food holding temperature,86,94110
74468,2015-02-25,Moderate risk vermin infestation,86,94110
74481,2015-09-24,Moderate risk food holding temperature,96,94110
74481,2016-05-09,Inadequate and inaccessible handwashing facilities,96,94110
74485,2015-01-21,Moderate risk food holding temperature,92,94158
74508,2015-06-18,Moderate risk vermin infestation,96,94105
74517,2014-01-23,Inadequate warewashing facilities or equipment,98,94110
74521,2014-04-01,Unapproved or unmaintained equipment or utensils,90,94116
74521,2014-04-01,Inadequate and inaccessible handwashing facilities,90,94116
74537,2014-09-30,Unapproved or unmaintained equipment or utensils,98,94104
74549,2014-10-21,Insufficient hot water or running water,84,94103
74549,2014-10-21,Inadequate and inaccessible handwashing facilities,84,94103
74549,2014-03-05,Inadequate and inaccessible handwashing facilities,92,94103
74563,2014-07-25,Moderate risk food holding temperature,94,94112
74563,2014-07-25,Unapproved or unmaintained equipment or utensils,94,94112
74563,2015-02-02,Moderate risk food holding temperature,90,94112
74563,2015-02-02,Inadequate and inaccessible handwashing facilities,90,94112
74591,2016-08-15,Unapproved or unmaintained equipment or utensils,90,94133
74591,2015-07-21,Inadequate warewashing facilities or equipment,88,94133
74591,2014-05-07,Unapproved or unmaintained equipment or utensils,90,94133
74594,2013-11-06,Inadequate and inaccessible handwashing facilities,94,94115
74671,2016-07-25,Inadequate and inaccessible handwashing facilities,94,94114
74671,2015-05-26,Unapproved or unmaintained equipment or utensils,96,94114
74671,2015-12-24,Inadequate warewashing facilities or equipment,91,94114
74671,2015-12-24,Unclean or unsanitary food contact surfaces,91,94114
74671,2014-04-02,Unapproved or unmaintained equipment or utensils,90,94114
74674,2014-06-23,No hot water or running water,89,94014
74674,2014-06-23,Inadequate and inaccessible handwashing facilities,89,94014
74674,2013-12-02,Inadequate and inaccessible handwashing facilities,94,94014
74680,2014-12-05,Inadequate and inaccessible handwashing facilities,81,94108
74680,2014-12-05,Moderate risk vermin infestation,81,94108
74680,2016-05-16,Inadequate and inaccessible handwashing facilities,90,94108
74680,2016-05-16,Moderate risk vermin infestation,90,94108
74722,2016-05-24,Inadequate and inaccessible handwashing facilities,85,94108
74756,2016-04-15,Moderate risk vermin infestation,90,94122
74756,2014-02-07,Moderate risk food holding temperature,94,94122
74763,2014-10-16,Moderate risk food holding temperature,81,94104
74763,2015-12-29,Inadequate and inaccessible handwashing facilities,94,94104
74794,2015-05-12,Unapproved or unmaintained equipment or utensils,80,94122
74826,2016-07-19,Inadequate and inaccessible handwashing facilities,84,94110
74826,2014-06-10,Unapproved or unmaintained equipment or utensils,88,94110
74826,2014-06-10,Moderate risk vermin infestation,88,94110
74826,2015-10-07,Moderate risk food holding temperature,90,94110
74826,2015-10-07,Moderate risk vermin infestation,90,94110
74829,2016-09-23,Inadequate and inaccessible handwashing facilities,88,94122
74829,2016-09-23,Moderate risk food holding temperature,88,94122
74829,2015-11-03,Moderate risk food holding temperature,90,94122
74854,2016-09-01,Moderate risk food holding temperature,94,94104
74866,2015-03-24,Insufficient hot water or running water,81,94133
74866,2016-06-13,Moderate risk food holding temperature,94,94133
74869,2016-09-19,Moderate risk food holding temperature,86,null
74869,2014-11-18,Moderate risk food holding temperature,80,null
74869,2014-11-18,Moderate risk vermin infestation,80,null
74922,2014-11-21,Moderate risk vermin infestation,84,94123
74922,2016-04-30,Inadequate warewashing facilities or equipment,82,94123
74922,2016-04-30,Inadequate and inaccessible handwashing facilities,82,94123
74952,2014-03-18,Inadequate and inaccessible handwashing facilities,83,94133
74956,2015-09-15,Moderate risk vermin infestation,83,94117
74959,2016-09-22,Inadequate and inaccessible handwashing facilities,88,94134
74959,2015-12-21,Unapproved or unmaintained equipment or utensils,90,94134
74959,2015-12-21,Inadequate and inaccessible handwashing facilities,90,94134
74973,2015-04-02,Moderate risk vermin infestation,88,94117
74973,2015-04-02,Inadequate warewashing facilities or equipment,88,94117
74973,2014-01-07,Unapproved or unmaintained equipment or utensils,96,94117
74975,2016-08-15,Unclean or unsanitary food contact surfaces,85,null
74975,2015-09-23,Inadequate and inaccessible handwashing facilities,87,null
74981,2014-07-01,Unclean or unsanitary food contact surfaces,82,94122
74981,2014-02-03,Unapproved or unmaintained equipment or utensils,88,94122
74981,2014-02-03,Inadequate and inaccessible handwashing facilities,88,94122
74981,2016-04-20,Unapproved or unmaintained equipment or utensils,84,94122
74983,2014-02-03,Moderate risk food holding temperature,94,94132
74983,2016-05-18,Unapproved or unmaintained equipment or utensils,96,94132
74989,2014-07-09,Moderate risk food holding temperature,96,94115
74993,2014-03-10,Inadequate and inaccessible handwashing facilities,88,94115
74994,2014-06-12,Unapproved or unmaintained equipment or utensils,85,94115
74995,2014-09-16,Moderate risk food holding temperature,92,94111
74995,2014-09-16,Inadequate and inaccessible handwashing facilities,92,94111
74999,2015-01-13,Unapproved or unmaintained equipment or utensils,96,94110
74999,2016-03-23,Inadequate warewashing facilities or equipment,96,94110
75013,2016-07-05,Unapproved or unmaintained equipment or utensils,87,94102
75029,2014-10-24,Unclean or unsanitary food contact surfaces,91,94104
75044,2014-12-08,Inadequate and inaccessible handwashing facilities,87,null
75044,2014-12-08,Unclean or unsanitary food contact surfaces,87,null
75044,2015-12-17,Inadequate and inaccessible handwashing facilities,88,null
75046,2015-12-29,Unapproved or unmaintained equipment or utensils,98,94109
75063,2014-07-24,Unapproved or unmaintained equipment or utensils,92,94121
75063,2014-07-24,Moderate risk food holding temperature,92,94121
75063,2015-02-23,Moderate risk food holding temperature,92,94121
75063,2015-08-19,Unapproved or unmaintained equipment or utensils,96,94121
75078,2015-11-17,Inadequate and inaccessible handwashing facilities,94,94110
75078,2016-07-14,Unclean unmaintained or improperly constructed toilet facilities,94,94110
75107,2014-05-14,Unapproved or unmaintained equipment or utensils,89,94124
75108,2016-07-18,Unapproved or unmaintained equipment or utensils,81,94103
75108,2016-07-18,Inadequate and inaccessible handwashing facilities,81,94103
75108,2015-03-18,Moderate risk food holding temperature,90,94103
75108,2015-03-18,Inadequate sewage or wastewater disposal,90,94103
75113,2016-09-01,Moderate risk food holding temperature,94,94105
75123,2014-07-28,Unapproved or unmaintained equipment or utensils,87,94122
75123,2014-07-28,Moderate risk food holding temperature,87,94122
75139,2014-01-24,Inadequate and inaccessible handwashing facilities,82,94121
75147,2016-05-04,Unclean or unsanitary food contact surfaces,89,94133
75147,2016-05-04,Moderate risk food holding temperature,89,94133
75166,2016-05-25,Inadequate warewashing facilities or equipment,94,94104
75173,2014-05-16,Unclean or unsanitary food contact surfaces,89,94117
75177,2015-05-12,Moderate risk food holding temperature,83,94115
75187,2014-05-06,Inadequate and inaccessible handwashing facilities,80,94102
75187,2014-05-06,Unclean or unsanitary food contact surfaces,80,94102
75187,2016-05-26,Moderate risk food holding temperature,85,94102
75217,2016-08-31,Inadequate and inaccessible handwashing facilities,81,94134
75217,2014-06-05,Unapproved or unmaintained equipment or utensils,90,94134
75217,2014-06-05,Moderate risk food holding temperature,90,94134
75217,2015-06-09,Inadequate warewashing facilities or equipment,84,94134
75217,2015-06-09,Insufficient hot water or running water,84,94134
75217,2015-06-09,Inadequate and inaccessible handwashing facilities,84,94134
75229,2014-08-28,Unapproved or unmaintained equipment or utensils,85,94127
75229,2016-03-11,Unapproved or unmaintained equipment or utensils,86,94127
